No;Dapil;Alamat;Kelurahan;Usulan;Jenis;Status
3681;4;Kp. Pisangan;PENGGILINGAN;Pengadaan Pemasangan Uditch Karena Saluran Air Mampet Sehingga Sering Timbul Genangan air hingga ke jalan;Usulan Kegiatan;Divalidasi
3682;4;Kp. Pisangan;PENGGILINGAN;Penyediaan Lahan Perluasan Pemakaman di Kel. Jatinegara;Usulan Kegiatan;Divalidasi
3683;4;Jl. Buaran I No 39 A;JATINEGARA;Penambahan Tempat Pendistribusian KJP;Usulan Kegiatan;Divalidasi
3684;4;Kp. Waru Doyong;JATINEGARA;Pembangunan Dan Penyediaan Fasilitas Sarana Prasarana Olahraga GOR Kec. Cakung;Usulan Kegiatan;Divalidasi
3685;4;Kp. Waru Doyong;JATINEGARA;Penyediaan Lahan Perluasan Pemakaman di Kel. Jatinegara;Usulan Kegiatan;Divalidasi
3686;4;Kp. Waru Doyong;JATINEGARA;Pembangunan Objek Wisata Setu Rawa Badung;Usulan Kegiatan;Divalidasi
3687;4;Kp. Pengarengan;JATINEGARA;Penambahan Tempat Pendistribusian KJP;Saran;Divalidasi
3688;4;Kp. Rawa Gelam;JATINEGARA;Pembuatan JPO Untuk Anak Sekolah (Jl Warudoyong);Usulan Kegiatan;Divalidasi
3689;4;Kp. Pengarengan;JATINEGARA;Pengevaluasian Persyaratan Umur Untuk Masuk Sekolah;Usulan Kegiatan;Divalidasi
3690;4;Kp. Rawa Gelam;JATINEGARA;Perbaikan Saluran Air 200m, Hasil Musrembang Belum Ada Jawaban;Usulan Kegiatan;Divalidasi
3691;4;Kp. Waru Doyong;JATINEGARA;Pembangunan Objek Wisata Setu Rawa Badung;Usulan Kegiatan;Divalidasi
3692;4;Kp. Waru Doyong;JATINEGARA;Perbaikan & pengaspalan Jalan Di pinggir rel kereta;Usulan Kegiatan;Divalidasi
3693;4;Kp. Waru Doyong;JATINEGARA;Pemasangan Saluran Air Drainase Di pinggir rel kereta;Usulan Kegiatan;Divalidasi
3694;4;Kp. Buaran 1;JATINEGARA;Penambahan Tempat Pendistribusian KJP;Saran;Divalidasi
3695;4;Kp. Buaran 1;JATINEGARA;Pembangunan Dan Penyediaan Fasilitas Sarana Prasarana Olahraga GOR Kec. Cakung;Usulan Kegiatan;Divalidasi
3696;4;Kp. Buaran 1;JATINEGARA;Penyediaan Lahan Perluasan Pemakaman di Kel. Jatinegara;Usulan Kegiatan;Divalidasi
3697;4;Kp. Buaran 1;JATINEGARA;Pembangunan Objek Wisata Setu Rawa Badung;Usulan Kegiatan;Divalidasi
3698;4;Kp. Pisangan;PENGGILINGAN;Pengadaan Rebana;Usulan Kegiatan;Divalidasi
3699;4;Kp. Pisangan;PENGGILINGAN;Penambahan Tempat Pendistribusian KJP;Saran;Divalidasi
3700;4;Kp. Pisangan;PENGGILINGAN;Evaluasi Kriteria Siswa Penerima Program Bantuan Pendidikan Gratis Di Sekolah Swasta;Usulan Kegiatan;Divalidasi
3701;4;Jl. Komarudin;PENGGILINGAN;Penataan Lingkungan Di Depan Sekolah SDN 08 Pagi Hingga SMA 11, Banyaknya Pedagang Dan Warung Yang Terlalu Maju Berdagang Hingga Ke Jalan;Usulan Kegiatan;Divalidasi
3702;4;Kp. Pisangan;PENGGILINGAN;Perluasan Pemakaman Untuk Kel. Penggilingan;Usulan Kegiatan;Divalidasi
3703;4;Kp. Pisangan;PENGGILINGAN;PTSL Belum Terselesaikan Hingga Saat Ini;Usulan Kegiatan;Divalidasi
3704;4;Kp. Pisangan;PENGGILINGAN;Karpet Musholla Dan Alat Music Hadroh Serta Kubah Musholla;Usulan Kegiatan;Divalidasi
3705;4;Kp. Pisangan;PENGGILINGAN;Pembebasan Lahan Yang Menjadi Lapangan Bulu Tangkis;Usulan Kegiatan;Divalidasi
3706;4;Kp. Pisangan Bulak;PENGGILINGAN;Penataan Lingkungan Di Wilayah Pasar Simpang 3 Mengganggu Jalan Keluar Masuknya Kendaraan Dan Terjadinya Macet Di Sekitaran Jalan Karena Adanya Parkiran Liar Dan Pedagang Kaki Lima;Usulan Kegiatan;Divalidasi
3707;4;Kp. Waru Doyong;JATINEGARA;Penambahan Tempat Pendistribusian KJP;Saran;Divalidasi
3708;4;Kp. Waru Doyong;JATINEGARA;Data Bantuan KJP Yang Sudah Terdaftar Di DTKS, Tiba-Tiba Hilang Dan Tidak Jadi Di Tetapkan Sebagai Penerima KJP;Usulan Kegiatan;Divalidasi
3709;4;Kp. Waru Doyong;JATINEGARA;Timbangan Balita Model Dacin Untuk Posyandu Balita;Usulan Kegiatan;Divalidasi
3710;4;Kp Lio;JATINEGARA;Pembangunan Objek Wisata Setu Rawa Badung;Usulan Kegiatan;Divalidasi
3711;4;Jl Raya Bekasi KM 18;JATINEGARA;Lapangan Pekerjaan;Usulan Kegiatan;Divalidasi
3712;4;Kp. Rawa Gelam;JATINEGARA;Pembagian Bantuan Pangan (KJP) Yang Sulit Dan Terbatas;Usulan Kegiatan;Divalidasi
3713;4;Kp. Pulo Jahe;JATINEGARA;Penambahan Tempat Pendistribusian KJP;Saran;Divalidasi
3714;4;Kp. Pulo Jahe;JATINEGARA;Penertiban Jalan Khususnya Di Dekat Sekolah SMK 71, POT Bunga & Pedagang Kaki 5 Yang Mengahalangi;Usulan Kegiatan;Divalidasi
3715;4;Kp. Rawa Badung;JATINEGARA;Program Kesejahteraan PKH Untuk Difabel;Usulan Kegiatan;Divalidasi
3716;4;Rusun Pulo Jahe Blok B II/I;JATINEGARA;Program Kesejahteraan Difable Untuk Pendidikan;Usulan Kegiatan;Divalidasi
3717;4;Kp Lio;JATINEGARA;Penambahan Tempat Pendistribusian KJP;Saran;Divalidasi
3718;4;Kp Lio;JATINEGARA;Pengevaluasian Persyaratan Umur Untuk Masuk Sekolah;Usulan Kegiatan;Divalidasi
3719;4;Kp Lio;JATINEGARA;Persyaratan PPDB Bersama Untuk Sekolah Swasta Wajib Memiliki KJP & PIP Bagaimana Dengan Yang Tidak Memiliki Kartu Tersebut;Usulan Kegiatan;Divalidasi
3720;4;Kp Lio;JATINEGARA;Pembangunan Kantor Sekretariat RT.009 RW.003;Usulan Kegiatan;Divalidasi
3721;4;Kp Jembatan;PENGGILINGAN;Penambahan Tempat Pendistribusian KJP;Saran;Divalidasi
3722;4;Kp Jembatan;PENGGILINGAN;Penyelesaian PTSL Sebanyak 94 KK;Usulan Kegiatan;Divalidasi
3723;4;Kp Jembatan;PENGGILINGAN;Perbaikan Saluran Air di RT 002 hingga MTS;Usulan Kegiatan;Divalidasi
3724;4;Kp Jembatan;PENGGILINGAN;Fasilitas Olahraga (Tenis Meja);Usulan Kegiatan;Divalidasi
3725;4;Kp Jembatan;PENGGILINGAN;Timbangan balita model dacin untuk posyandu;Usulan Kegiatan;Divalidasi
3726;4;Kp Jembatan;PENGGILINGAN;Pengaspalan jalan di dekat empang panjang & lebar aspal (3 m x 200 m);Usulan Kegiatan;Divalidasi
3727;4;Kp Jembatan;PENGGILINGAN;Penyediaan Hunian Layak Bagi Warga Sekitaran Rusun PIK Pulo Gadung;Usulan Kegiatan;Divalidasi
3728;4;Kp Jembatan;PENGGILINGAN;Lapangan pekerjaan;Usulan Kegiatan;Divalidasi
3729;4;Kp Jembatan;PENGGILINGAN;Pembangunan balai warga;Usulan Kegiatan;Divalidasi
3730;4;Kp Jembatan;PENGGILINGAN;Perbaikan jalan dari RT 003 sd RT 008 (jalan tergenang saat hujan deras);Usulan Kegiatan;Divalidasi
3731;4;RW 008 Kel. Ujung Menteng Kec. Cakung Jakarta Timur;UJUNG MENTENG;Usulan Musrembang agar direalisasikan;Usulan Kegiatan;Divalidasi
3732;4;RW 006 Kel. Cakung Timur Kec. Cakung Jakarta Timur;CAKUNG TIMUR;Operasional Posyandu agar di anggarkan;Usulan Kegiatan;Divalidasi
3733;4;RW 006 Kel. Cakung Timur Kec. Cakung Jakarta Timur;CAKUNG TIMUR;Operasional dasa wisma (dawis) ditingkatkan lagi;Usulan Kegiatan;Divalidasi
3734;4;RW 011 Kel. Cakung Timur Kec. Cakung Jakarta Timur;CAKUNG TIMUR;Perbaikan saluran air;Usulan Kegiatan;Divalidasi
3735;4;RW 003 Kel. Pulo Gebang Kec. Cakung Jakarta Timur;PULO GEBANG;Usulan PTSL warga banyak yang belum direalisasikan;Usulan Kegiatan;Divalidasi
3736;4;RW 010 Kel. Cakung Timur Kec. Cakung Jakarta Timur;CAKUNG TIMUR;Operasional Posyandu agar di anggarkan;Usulan Kegiatan;Divalidasi
3737;4;RW 001 Kel. Cakung Timur Kec. Cakung, Jakarta Timur;CAKUNG TIMUR;Perbaikan saluran air;Usulan Kegiatan;Divalidasi
3738;4;RW 002 Kel. Pulo Gebang, Kec. Cakung, Jakarta Timur;PULO GEBANG;Perbaikan saluran air;Usulan Kegiatan;Divalidasi
3739;4;RW 005 Kel. Ujung Menteng Kec. Cakung, Jakarta Timur;UJUNG MENTENG;Penyediaan lahan pemakaman;Usulan Kegiatan;Divalidasi
3740;4;RW 008 Kel. Cakung Timur Kec. Pulo Gadung Jakarta Timur;CAKUNG TIMUR;Fasilitas PAUD;Usulan Kegiatan;Divalidasi
3741;4;RW 004 Kel. Cakung Timur Kec. Cakung, Jakarta Timur;CAKUNG TIMUR;Penyediaan lahan pemakaman;Usulan Kegiatan;Divalidasi
3742;4;RW 002 Kel.  Cakung Timur Kec. Cakung, Jakarta Timur;CAKUNG TIMUR;Perlengkapan Posyandu;Usulan Kegiatan;Divalidasi
3743;4;RW 005 Kel.  Cakung Timur Kec. Cakung Jakarta Timur;CAKUNG TIMUR;Uang Operasional Dasa Wisma agar di tingkatkan lagi;Usulan Kegiatan;Divalidasi
3744;4;RW 007 Kel. Pulo Gebang, Kec. Cakung, Jakarta Timur;PULO GEBANG;Penyediaan Transportasi Jak Lingko;Usulan Kegiatan;Divalidasi
3745;4;RW 016 Kel. Pulo Gebang Kec. Cakung, Jakarta Timur;PULO GEBANG;Operasional Posyandu agar di anggarkan;Usulan Kegiatan;Divalidasi
3746;4;RW 003Kel. Penggilingan Kec. Cakung, Jakarta Timur;PENGGILINGAN;Uang Operasional Dasa Wisma agar di tingkatkan lagi;Usulan Kegiatan;Divalidasi
3747;4;RW 008 Kel. Penggilingan, Kec. Cakung, Jakarta Timur;PENGGILINGAN;Perbaikan saluran air;Usulan Kegiatan;Divalidasi
3748;4;Kp. Baru;PENGGILINGAN;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3749;4;Kp. Baru;PENGGILINGAN;HADROH;Usulan Kegiatan;Divalidasi
3750;4;Kp. Baru;PENGGILINGAN;PEMASANGAN CCTV;Usulan Kegiatan;Divalidasi
3751;4;Kp. Baru;PENGGILINGAN;PENGASPALAN;Usulan Kegiatan;Divalidasi
3752;4;Kayu Manis;PENGGILINGAN;PENGASPALAN;Usulan Kegiatan;Divalidasi
3753;4;Kayu Manis;PENGGILINGAN;PEMASANGAN CCTV;Usulan Kegiatan;Divalidasi
3754;4;Kayu Manis;PENGGILINGAN;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3755;4;Jl. Jati;PENGGILINGAN;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3756;4;Jl. Jati;PENGGILINGAN;PEMASANGAN CCTV;Usulan Kegiatan;Divalidasi
3757;4;Jl. Jati;PENGGILINGAN;HADROH;Usulan Kegiatan;Divalidasi
3758;4;Jl. Kayu Manis;CAKUNG BARAT;HADROH;Usulan Kegiatan;Divalidasi
3759;4;Jl. Kayu Manis;CAKUNG BARAT;PENGASPALAN;Usulan Kegiatan;Divalidasi
3760;4;Jl. Kayu Manis;CAKUNG BARAT;PEMASANGAN CCTV;Usulan Kegiatan;Divalidasi
3761;4;Jl. Kayu Manis;CAKUNG BARAT;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3762;4;Penggilingan;PULO GEBANG;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3763;4;Penggilingan;PULO GEBANG;HADROH;Usulan Kegiatan;Divalidasi
3764;4;Penggilingan;PULO GEBANG;PEMASANGAN CCTV;Usulan Kegiatan;Divalidasi
3765;4;Penggilingan;PULO GEBANG;BIBIT TANAMAN HIAS;Usulan Kegiatan;Divalidasi
3766;4;Kp. Pedurenan;PENGGILINGAN;PEMASANGAN CCTV;Usulan Kegiatan;Divalidasi
3767;4;Kp. Pedurenan;PENGGILINGAN;HADROH;Usulan Kegiatan;Divalidasi
3768;4;Kp. Pengarengan;KAYU MANIS;CCTV;Usulan Kegiatan;Divalidasi
3769;4;Kp. Pengarengan;KAYU MANIS;HADROH;Usulan Kegiatan;Divalidasi
3770;4;Kp. Pengarengan;KAYU MANIS;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3771;4;Pisangan Baru;PISANGAN BARU;TENIS MEJA;Usulan Kegiatan;Divalidasi
3772;4;Pisangan Baru;PISANGAN BARU;BIBIT TANAMAN HIAS;Usulan Kegiatan;Divalidasi
3773;4;Pisangan Baru;PISANGAN BARU;PEMASANGAN CCTV;Usulan Kegiatan;Divalidasi
3774;4;Pisangan Baru;PISANGAN BARU;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3775;4;Cakung Barat;PISANGAN BARU;HADROH;Usulan Kegiatan;Divalidasi
3776;4;Tambun Rengas;CAKUNG TIMUR;HADROH;Usulan Kegiatan;Divalidasi
3777;4;Tambun Rengas;CAKUNG TIMUR;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3778;4;Tambun Rengas;CAKUNG TIMUR;TENIS MEJA;Usulan Kegiatan;Divalidasi
3779;4;Tambun Rengas;CAKUNG TIMUR;KACA CEMBUNG;Usulan Kegiatan;Divalidasi
3780;4;Ujung Menteng;JATINEGARA;TENIS MEJA;Usulan Kegiatan;Divalidasi
3781;4;Ujung Menteng;JATINEGARA;PEMASANGAN CCTV;Usulan Kegiatan;Divalidasi
3782;4;Ujung Menteng;JATINEGARA;HADROH;Usulan Kegiatan;Divalidasi
3783;4;Rawamangun;CAKUNG TIMUR;TENIS MEJA;Usulan Kegiatan;Divalidasi
3784;4;Rawamangun;CAKUNG TIMUR;HADROH;Usulan Kegiatan;Divalidasi
3785;4;Rawamangun;CAKUNG TIMUR;PEMASANGAN CCTV;Usulan Kegiatan;Divalidasi
3786;4;Kp. Penagrengan;UTAN KAYU UTARA;BIBIT TANAMAN HIAS;Usulan Kegiatan;Divalidasi
3787;4;Kp. Penagrengan;UTAN KAYU UTARA;KACA CEMBUNG;Usulan Kegiatan;Divalidasi
3788;4;Kp. Penagrengan;UTAN KAYU UTARA;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3789;4;Ujung meneteng;RAWAMANGUN;PENGASPALAN JALAN;Usulan Kegiatan;Divalidasi
3790;4;Ujung meneteng;RAWAMANGUN;HADROH;Usulan Kegiatan;Divalidasi
3791;4;Ujung meneteng;RAWAMANGUN;GEROBAK SAMPAH;Usulan Kegiatan;Divalidasi
3792;4;Kp. Pulo Jahe;PENGGILINGAN;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3793;4;Kp. Pulo Jahe;PENGGILINGAN;Pemasangan CCTV;Usulan Kegiatan;Divalidasi
3794;4;Kp. Pulo Jahe;PENGGILINGAN;KACA CEMBUNG;Usulan Kegiatan;Divalidasi
3795;4;Jl. Rawa Bebek;RAWA TERATE;KACA CEMBUNG;Usulan Kegiatan;Divalidasi
3796;4;Jl. Rawa Bebek;RAWA TERATE;BAK SAMPAH;Usulan Kegiatan;Divalidasi
3797;4;Jl. Rawa Bebek;RAWA TERATE;PERBAIKAN JALAN;Usulan Kegiatan;Divalidasi
3798;4;Jl. Tipar Cakung;CAKUNG BARAT;BIBIT TANAMAN HIAS;Usulan Kegiatan;Divalidasi
3799;4;Jl. Tipar Cakung;CAKUNG BARAT;Pemasangan CCTV;Usulan Kegiatan;Divalidasi
3800;4;Jl. Tipar Cakung;CAKUNG BARAT;PENGECORAN JALAN;Usulan Kegiatan;Divalidasi
3801;4;Jl. Tipar Cakung;CAKUNG BARAT;PENGASPALAN;Usulan Kegiatan;Divalidasi
3802;4;Kp. Penggilingan;CAKUNG BARAT;GEROBAK SAMPAH;Usulan Kegiatan;Divalidasi
3803;4;RT 006 RW 002 Kelurahan Kebon Manggis Kecamatan Matraman Jakarta Timur;KEBON MANGGIS;Membutuhkan Timbangan untuk Posyandu;Usulan Kegiatan;Divalidasi
3804;4;RT 006 RW 002 Kelurahan Kebon Manggis Kecamatan Matraman Jakarta Timur;KEBON MANGGIS;Membutuhkan gerobak motor untuk mengangkut sampah;Usulan Kegiatan;Divalidasi
3805;4;RT 009 RW 002 Kelurahan Kebon Manggis Kecamatan Matraman Jakarta Timur;KEBON MANGGIS;Peralatan Untuk Lansia terbatas;Usulan Kegiatan;Divalidasi
3806;4;RT 009 RW 002 Kelurahan Kebon Manggis Kecamatan Matraman Jakarta Timur;KEBON MANGGIS;Membutuhkan Operasional Posyandu;Usulan Kegiatan;Divalidasi
3807;4;Majelis Ta'lim An Najah RT 006 RW 002 Kelurahan Kebon Manggis Kecamatan Matraman Jakarta timur;KEBON MANGGIS;Membutuhkan Hadroh 1 Set;Usulan Kegiatan;Divalidasi
3808;4;RT 005 RW 007 Kelurahan Pal Meriam Kecamatan Matraman Jakarta Timur;PAL MERIAM;Banyak Lansia yang tidak mendapatkan KJL;Tanggapan;Divalidasi
3809;4;RT 002 RW 007 Kelurahan Palmeriam Kecamatan Matraman Jakarta Timur;PAL MERIAM;Banyak Lansia yang tidak mendapatkan KJL;Tanggapan;Divalidasi
3810;4;RT 003 RW 002 Kelurahan Cipinang Kecamatan Pulogadung Jakarta Timur;CIPINANG;Mohon dibantu agar bisa mendapatkan KJP;Saran;Divalidasi
3811;4;RT 003 RW 002 Kelurahan Cipinang Kecamatan Pulogadung Jakarta Timur;CIPINANG;Mohon dibantu agar bisa mendapatkan KJP;Saran;Divalidasi
3812;4;RT 017 RW 007 Kel. Jati, Kec. Pulogadung Jakarta timur;JATI;Banyak Lansia yang tidak mendapatkan KJL;Tanggapan;Divalidasi
3813;4;RT 017 RW 007 Kel. Jati, Kec. Pulogadung Jakarta timur;JATI;Di periksa kembali untuk program KJP;Tanggapan;Divalidasi
3814;4;RT 017 RW 007 Kel. Jati, Kec. Pulogadung Jakarta timur;JATI;Tidak masuk dalam daftar DTKS;Tanggapan;Divalidasi
3815;4;Jl. H. Dalim  RT 006 RW 002 Kelurahan Pulogadung Kec. Pulogadung Jakarta Timur;PULO GADUNG;Bantuan Hadroh Majelis Talim;Usulan Kegiatan;Divalidasi
3816;4;Jl. H. Dalim  RT 006 RW 002 Kelurahan Pulogadung Kec. Pulogadung Jakarta Timur;PULO GADUNG;Agar dibuka Lahan untuk membuka usaha masyarakat kecil;Usulan Kegiatan;Divalidasi
3817;4;Jl. H. Dalim  RT 006 RW 002 Kelurahan Pulogadung Kec. Pulogadung Jakarta Timur;PULO GADUNG;Mendorong agar menurunkan harga sembako;Tanggapan;Divalidasi
3818;4;Jl. H. Dalim  RT 006 RW 002 Kelurahan Pulogadung Kec. Pulogadung Jakarta Timur;PULO GADUNG;Masyarakat memerlukan Sound Sistem Buat Pengajian;Usulan Kegiatan;Divalidasi
3819;4;Jl. Pulo Bidadari   RT 003 RW 010 Kelurahan Pulogebang Kec. Cakung Jakarta Timur;PULO GEBANG;Program bantuan Modal Usaha;Usulan Kegiatan;Divalidasi
3820;4;Jl. Pulo Bidadari   RT 003 RW 010 Kelurahan Pulogebang Kec. Cakung Jakarta Timur;PULO GEBANG;Tempat Sampah;Usulan Kegiatan;Divalidasi
3821;4;Jl. Pulo Bidadari   RT 003 RW 010 Kelurahan Pulogebang Kec. Cakung Jakarta Timur;PULO GEBANG;Karena pandemi ini warga ingin diturunkan bantuan sembako bahan bahan pokok;Usulan Kegiatan;Divalidasi
3822;4;Jl Mutiara III RT 08 RW 006 Kelurahan Pulogebang Kecamatan Cakung, Jakarta Timur;PULO GEBANG;Tempat Sampah;Usulan Kegiatan;Divalidasi
3823;4;Jl Mutiara III RT 08 RW 006 Kelurahan Pulogebang Kecamatan Cakung, Jakarta Timur;PULO GEBANG;Warga ingin penambahan gerobak sampah;Usulan Kegiatan;Divalidasi
3824;4;Jl Mutiara III RT 08 RW 006 Kelurahan Pulogebang Kecamatan Cakung, Jakarta Timur;PULO GEBANG;Saluran air kurang baik sehingga terjadi genangan kalau hujan;Usulan Kegiatan;Divalidasi
3825;4;Jl Mutiara III RT 08 RW 006 Kelurahan Pulogebang Kecamatan Cakung, Jakarta Timur;PULO GEBANG;Perbaikan jalan berlubang akibat proyek pelebaran jalan;Usulan Kegiatan;Divalidasi
3826;4;Jl Mutiara III RT 08 RW 006 Kelurahan Pulogebang Kecamatan Cakung, Jakarta Timur;PULO GEBANG;Warga mengeluh kurang  nya penerangan jalan di perkampungan;Usulan Kegiatan;Divalidasi
3827;4;Jl Mutiara II RT 08 RW 006 Kelurahan Pulogebang Kecamatan Cakung, Jakarta Timur;PULO GEBANG;Untuk pemakaman warga serta pembebasan lahan;Usulan Kegiatan;Divalidasi
3828;4;Jl Mutiara II RT 08 RW 006 Kelurahan Pulogebang Kecamatan Cakung, Jakarta Timur;PULO GEBANG;Agar dibuka Lahan untuk membuka usaha masyarakat kecil;Usulan Kegiatan;Divalidasi
3829;4;Jl Mutiara II RT 08 RW 006 Kelurahan Pulogebang Kecamatan Cakung, Jakarta Timur;PULO GEBANG;Masyarakat memerlukan Sound Sistem Buat Pengajian;Usulan Kegiatan;Divalidasi
3830;4;Jl. Pisangan RT 08/RW.11, Pulo Gebang, Kec. Cakung Jakarta Timur;PULO GEBANG;Mengadakan sembako pasar Murah khususnya minyak Goreng;Saran;Divalidasi
3831;4;Jl. Pisangan RT 08/RW.11, Pulo Gebang, Kec. Cakung Jakarta Timur;PULO GEBANG;Pengajuan untuk mendorong dana Musrembang;Tanggapan;Divalidasi
3832;4;Jl. Pisangan RT 08/RW.11, Pulo Gebang, Kec. Cakung Jakarta Timur;PULO GEBANG;Untuk pemakaman warga serta pembebasan lahan;Usulan Kegiatan;Divalidasi
3833;4;Jl. Garuda IV, RT 02/RW 12, Pulo Gebang, Kec. Cakung Jakarta Timur;PULO GEBANG;Bantuan Gerobak sampah;Usulan Kegiatan;Divalidasi
3834;4;Jl. Garuda IV, RT 02/RW 12, Pulo Gebang, Kec. Cakung Jakarta Timur;PULO GEBANG;Bantuan Bak sampah;Usulan Kegiatan;Divalidasi
3835;4;Jl. Garuda IV, RT 02/RW 12, Pulo Gebang, Kec. Cakung Jakarta Timur;PULO GEBANG;Untuk pemakaman warga serta pembebasan lahan;Usulan Kegiatan;Divalidasi
3836;4;Jl. Garuda IV, RT 02/RW 12, Pulo Gebang, Kec. Cakung Jakarta Timur;PULO GEBANG;Mengeluh saluran air yang kecil;Usulan Kegiatan;Divalidasi
3837;4;JL. Sukun, RT.05/RW.02, Pisangan Baru, Kec. Matraman  Jakarta Timur;PISANGAN BARU;Bantuan Bak sampah;Usulan Kegiatan;Divalidasi
3838;4;JL. Sukun, RT.05/RW.02, Pisangan Baru, Kec. Matraman  Jakarta Timur;PISANGAN BARU;Marak nya pencurian warga ingin diberikan CCTV;Usulan Kegiatan;Divalidasi
3839;4;JL. Sukun, RT.05/RW.02, Pisangan Baru, Kec. Matraman  Jakarta Timur;PISANGAN BARU;Warga ingin dirawat fasilitas umum Berupa lapangan Badminton agar direnovasi;Usulan Kegiatan;Divalidasi
3840;4;Jl. Sukun RT.03/RW.02, Pisangan Baru, Kec. Matraman Jakarta Timur;PISANGAN BARU;Warga menginginkan agar di rawat UMKM masyarakat kecil;Usulan Kegiatan;Divalidasi
3841;4;Jl. Sukun RT.03/RW.02, Pisangan Baru, Kec. Matraman Jakarta Timur;PISANGAN BARU;Mengeluh saluran air yang kecil;Usulan Kegiatan;Divalidasi
3842;4;Jl. Sukun RT.03/RW.02, Pisangan Baru, Kec. Matraman Jakarta Timur;PISANGAN BARU;Marak nya pencurian warga ingin diberikan CCTV;Usulan Kegiatan;Divalidasi
3843;4;Jl. Mangga  RT.04/RW.05, Utan Kayu Utara, Kec. Matraman  Jakarta Timur;UTAN KAYU UTARA;Warga ingin menambah gerobak sampah yang tidak layak;Usulan Kegiatan;Divalidasi
3844;4;Jl. Mangga  RT.04/RW.05, Utan Kayu Utara, Kec. Matraman  Jakarta Timur;UTAN KAYU UTARA;Kurang nya lapangan pekerjaan;Usulan Kegiatan;Divalidasi
3845;4;Jl. Mangga  RT.04/RW.05, Utan Kayu Utara, Kec. Matraman  Jakarta Timur;UTAN KAYU UTARA;Mendorong pemerintah untuk segera membuka lowongan pekerjaan;Usulan Kegiatan;Divalidasi
3846;4;Jl. Mangga  RT.04/RW.05, Utan Kayu Utara, Kec. Matraman  Jakarta Timur;UTAN KAYU UTARA;Banyak nya genangan air;Usulan Kegiatan;Divalidasi
3847;4;Jl. Kelapa Hijau  RT.04/RW.14, Utan Kayu Utara, Kec. Matraman, Jakarta Timur;UTAN KAYU UTARA;Banyak nya genangan air;Usulan Kegiatan;Divalidasi
3848;4;Jl. Kelapa Hijau  RT.04/RW.14, Utan Kayu Utara, Kec. Matraman, Jakarta Timur;UTAN KAYU UTARA;Kurang nya penerangan lampu di perkampungan;Usulan Kegiatan;Divalidasi
3849;4;Jl. Kelapa Hijau  RT.04/RW.14, Utan Kayu Utara, Kec. Matraman, Jakarta Timur;UTAN KAYU UTARA;Warga ingin menambah gerobak sampah yang tidak layak;Usulan Kegiatan;Divalidasi
3850;4;Jl. Gading Raya V, RT 03 RW.10, Pisangan Timur, Kec. Pulogadung Jakarta Timur;PISANGAN TIMUR;Mengeluh nya banyak penjualan miras;Tanggapan;Divalidasi
3851;4;Jl. Gading Raya V, RT 03 RW.10, Pisangan Timur, Kec. Pulogadung Jakarta Timur;PISANGAN TIMUR;Warga ingin menambah gerobak sampah yang tidak layak;Usulan Kegiatan;Divalidasi
3852;4;Jl. Gading Raya V, RT 03 RW.10, Pisangan Timur, Kec. Pulogadung Jakarta Timur;PISANGAN TIMUR;Agar dibuka Lahan untuk membuka usaha masyarakat kecil;Usulan Kegiatan;Divalidasi
3853;4;Jl. Gading Raya V, RT 03 RW.10, Pisangan Timur, Kec. Pulogadung Jakarta Timur;PISANGAN TIMUR;Warga mengeluh tentang kurangnya fasilitas umumberupa toilet dan septitank;Usulan Kegiatan;Divalidasi
3854;4;Jl. Gading IV, RT 12 RW.10, Pisangan Timur, Kec. Pulogadung Jakarta Timur;PISANGAN TIMUR;Warga menginginkan agar di rawat UMKM masyarakat kecil;Usulan Kegiatan;Divalidasi
3855;4;Jl. Gading IV, RT 12 RW.10, Pisangan Timur, Kec. Pulogadung Jakarta Timur;PISANGAN TIMUR;Warga ingin menambah gerobak sampah yang tidak layak;Usulan Kegiatan;Divalidasi
3856;4;Jl. Gading IV, RT 12 RW.10, Pisangan Timur, Kec. Pulogadung Jakarta Timur;PISANGAN TIMUR;Warga mengeluh tentang kurangnya fasilitas umum berupa toilet dan septitank;Usulan Kegiatan;Divalidasi
3857;4;Jl. Persahabatan Timur, RT.07/RW.18, Cipinang, Kec. Pulogadung Jakarta Timur;CIPINANG;Renovasi lapangan bulutangkis;Usulan Kegiatan;Divalidasi
3858;4;Jl. Persahabatan Timur, RT.07/RW.18, Cipinang, Kec. Pulogadung Jakarta Timur;CIPINANG;Warga ingin penambahan gerobak sampah;Usulan Kegiatan;Divalidasi
3859;4;Jl. Persahabatan Timur, RT.07/RW.18, Cipinang, Kec. Pulogadung Jakarta Timur;CIPINANG;Warga mengeluh kurang  nya penerangan jalan di perkampungan;Usulan Kegiatan;Divalidasi
